artist.inverted,track,lyrics
N'Sync,It's Gonna Be Me,"(It's gonna be me) 
Ooh yeah

You might've been hurt babe
That ain't no lie
But you seem to mark up and go, whoa
I remember you told me
That it made you believe in no man, no cry
Maybe that's right

Every little thing I do
Never seems enough for you
And you don't want lose it again
But I'm not like them
Baby when you finally
Get to love somebody
Guess what?
It's gonna be me

You got no choice babe but to move on
And you know there ain't no time to waste
The future's too bright to see
But in the end you know it's gonna be me
And you can't deny
So just tell me why

Every little thing I do
Never seems enough for you
And you don't want lose it again
But I'm not like them
Baby when you finally
Get to love somebody
Guess what?
It's gonna be me

(It's gonna be me)
Ooh yeah
There comes a day 
When I'll be the one you see
It's gonna be me

All that I do
Is not enough for you
I don't wanna lose it
But I'm not like that
When finally you get to love
Guess what?

Every little thing I do
Never seems enough for you
And you don't want lose it again
But I'm not like them
Baby when you finally
Get to love somebody
Guess what?
It's gonna be me"
"Aguilera, Christina",What A Girl Wants,"What a girl wants
What a girl needs
What a girl wants
What a girl needs

I wanna thank you
For giving me time to breathe
Like a rock you waited so patiently
While I got it together
While I figured it out (yeah)
I only looked but I never touched
'Cause in my heart was a picture of us
Holding hands, making plans
And it's lucky for me you understand

What a girl wants
What a girl needs
Whatever makes me happy and sets you free
And I'm thanking you for knowin' exactly
What a girl wants
What a girl needs
Whatever keeps me in your arms
And I'm thanking you for giving it to me

What I want
Is whatcha got
And whatcha got
Is what I want

There was a time I was blind
I was so confused
I'd un away just to hide it all from you
But baby you knew me better
Than I knew myself-yeah
They say if you love something let it go
And if it comes back, it's yours, that's how you know
It's for keeps, yeah
It's for sure
And you're ready and willing to give me more than

What a girl wants
What a girl needs
Whatever makes me happy and sets you free
And I'm thanking you for knowin' exactly
What a girl wants
What a girl needs
Whatever keeps me in your arms
And I'm thanking you for giving it to me

Oh baby
Oh darling
Thank you, thank yoooooooooooo-yeah yeah

What a girl wants
What a girl needs
Somebody sensitive, crazy, sexy, cool, like you-yeah
What a girl wants
What a girl needs
Somebody who can't come and go, nobody, like you do
What a girl wants
What a girl needs
You let a girl know how much you
Care about her, I swear
You're the one who always knew

What a girl wants
What a girl needs
Whatever makes me happy and sets you free
And I'm thanking you for knowin' exactly
What a girl wants
What a girl needs
Whatever keeps me in your arms
And I'm thanking you for giving it to me

Thank you
Thank you
For giving me what I want
Ohh
I turn around and stare
Whenever you're not there
Ooh yeah"
Vertical Horizon,Everything You Want,"Somewhere there's speaking
It's already coming in
Oh and it's rising at the back of your mind
You never could get it
Unless you were fed it
Now you're here and you don't know why

But under skinned knees and the skid marks
Past the places where you used to learn
You howl and listen
Listen and wait for the
Echoes of angels who won't return

He's everything you want
He's everything you need
He's everything inside of you
That you wish you could be
He says all the right things
At exactly the right time
But he means nothing to you
And you don't know why

You're waiting for someone
To put you together
You're waiting for someone to push you away
There's always another wound to discover
There's always something more you wish he'd say

He's everything you want
He's everything you need
He's everything inside of you
That you wish you could be
He says all the right things
At exactly the right time
But he means nothing to you
And you don't know why

But you'll just sit tight
And watch it unwind
It's only what you're asking for
And you'll be just fine
With all of your time
It's only what you're waiting for

Out of the island
Into the highway
Past the places where you might have turned
You never did notice
But you still hide away
The anger of angels who won't return

I am everything you want
I am everything you need
I am everything inside of you
That you wish you could be
I say all the right things
At exactly the right time
But I mean nothing to you and I don't know why
And I don't know why
Why
I don't know"
Creed,With Arms Wide Open,"Well I just heard the news today
It seems my life is gonna change
I closed my eyes, begin to pray
Then tears of joy stream down my face

With arms wide open under the sunlight
Welcome to this place I'll show you everything
With arms wide open
With arms wide open

Well I don't know if I'm ready
To be the man I have to be
I'll take a breath, I'll take her by my side
We stand in awe, we've created life

With arms wide open under the sunlight
Welcome to this place I'll show you everything
With arms wide open now everything has changed
I'll show you love I'll show you everything

With arms wide open
With arms wide open
I'll show you everything, aw yeah
With arms wide open, wide open

If I had just one wish only one demand
I hope he's not like me, I hope he understands
That he can take this life and hold it by the hand
And he can greet the world with arms wide open

With arms wide open under the sunlight
Welcome to this place I'll show you everything
With arms wide open now everything has changed
I'll show you love I'll show you everything

With arms wide open
With arms wide open
I'll show you everything, aw yeah
With arms wide open
Wide open"
Aaliyah,Try Again,"It's been a long time we shouldn't have left you
Without a dope beat to step to
Step to, step to, step to, step to, step to
Freaky, freaky

It's been a long time we shouldn't have left you
Without a dope beat to step to
Step to, step to, step to, step to, step to
Freaky-freaky, baby girl uh

What would you do to get to me?
What would you say to have your way?
Would you give up or try again?
If I hesitated to let you in

Now would you be yourself or play your role
Tell all the boys I keep you low
If I saw no would you turn away?
Or play me off r would you stay, oh, oh

And if at first you don't succeed
Then dust yourself off and try again
You can dust it off and try again, try again
'Cause if at first you don't succeed
You can dust it off and try again
Dust yourself off and try again, try again
(And again)

I'm in to you, you into me
But I can't let it go, so easily
Not till I see whether this could be
Could be eternally or just a week

Ay yo our chemistry is off the chain
It's perfect now but will it change?
This ain't a yes, this ain't a no
Just do your thing, we'll see how it go, oh, oh

And if at first you don't succeed
Then dust yourself off and try again
You can dust it off and try again, try again
'Cause if at first you don't succeed
You can dust it off and try again
Dust yourself off and try again, try again
(And again)

See you don't wanna throw it all away
I might be shy on the first date
What about the next date?
Huh? Huh? Huh? Huh?

I said you don't wanna throw it all away
I might be buggin' on the first date
What about the next date?
Huh? Huh? Huh? Huh?

And if at first you don't succeed
Then dust yourself off and try again
You can dust it off and try again, try again
'Cause if at first you don't succeed
You can dust it off and try again
Dust yourself off and try again, try again
(And again)

And if at first you don't succeed
Then dust yourself off and try again
You can dust it off and try again, try again
'Cause if at first you don't succeed
You can dust it off and try again
Dust yourself off and try again, try again
(And again)

If at first you don't succeed
You can dust it off and try again
Dust yourself off and try again, try again
'Cause if at first you don't succeed
You can dust it off and try again
You can dust it off and try again, try again
(And again)

Check it, uh
It's been a long time we shouldn't have left you
Without a dope beat to step to
Step to, step to, step to, step to, step to
Freaky freaky

It's been a long time we shouldn't have left you
Without a dope beat to step to
Step to, step to, step to, step to, step to
Freaky-freaky

And if at first you don't succeed
Then dust yourself off and try again
You can dust it off and try again, try again
'Cause if at first you don't succeed
You can dust it off and try again
Dust yourself off and try again, try again
(And again)

And if at first you don't succeed
Then dust yourself off and try again
You can dust it off and try again, try again
'Cause if at first you don't succeed
You can dust it off and try again
Dust yourself off and try again, try again
(And again)

And if at first you don't succeed
Then dust yourself off and try again
You can dust it off and try again, try again
'Cause if at first you don't succeed
You can dust it off and try again
Dust yourself off and try again, try again
(And again)
..."
matchbox twenty,Bent,"If I fall along the way
Pick me up and dust me off
And if I get too tired to make it
Be my breath so I can walk

If I need some other love, then
Give me more than I can stand
And when my smile gets old and faded
Wait around I'll smile again

Shouldn't be so complicated
Just hold me and then
Oh, just hold me again

Can you help me I'm bent
I'm so scared that I'll never
Get put back together
Keep breaking me in
And this is how we will end
With you and me bent

If I couldn't sleep, could you sleep?
Could you paint me better off?
Could you sympathize with my needs?
I know you think I need a lot

I started out clean but I'm jaded
Just phoning it in
Oh, just breaking the skin

Can you help me I'm bent
I'm so scared that I'll never
Get put back together
Keep breaking me in
And this is how we will end
With you and me bent

Start bending me, it's never enough
As I feel all your pieces
Start bending me, keep bending me
Oh, until I'm completely broken in

Shouldn't be so complicated
Just touch me and then
Oh, just touch me again

Can you help me I'm bent
I'm so scared that I'll never
Get put back together
Keep breaking me in
And this is how we will end
With you and me will let them
Without understanding
Here I go there again

Can you help me I'm bent
I'm so scared that I'll never
Get put back together
Yeah, you're breaking me in
And this is how we will end
With you and me bent"
"Carey, Mariah",Thank God I Found You,"Cluemanati
MC to the J O E
Nastradamus remix
For the world
Make it real, baby
Uh, Desert Storm, baby
Uh, check it, this for you

Let's show the world you're my golden girl, when we shoppin'
They see us on the streets, they say, ""Son, scooped a hot one""
You taste like banana cake, you shaped like the number eight
And you my number one candidate
I can't lose you, it's like I'm bettin' in Vegas, crucial
Sweatin' knowin' these players is wantin' you, Boo
I get the chills when you in my sight
Feels like it's meant to be right
I feel a rush when I kiss you at night, uh

Shorty knows she my baby girl and
Players haters try hard to get her
But she'll be lounging in my cradle tonight, uh huh
Typically I wouldn't say this
But you see your love has got me faded
No girl ever made me feel like you do, ow

Oh, I'mma be here night after night to
Feel your lovin' arms around me, baby
Baby, baby, baby, you make it all right
No one but you, baby, can make me feel
The way you make me, make me, make me feel, whoa

We make it last, make it last
We make it last, make it last
We make it last, make it last
We make it last, make it last

Don't let our love end
Oh, don't you let it end
Make it last forever and ever
Thank God, I found you

Your touch is wonderful
Your love is so marvelous
Joy, that's what I feel
When I'm with you, yeah

Nothing, no one
Could compare to what we have
Love, it feels so good
I'm so glad you're mine

We make it last, make it last
We make it last, make it last
We make it last, make it last
We make it last, make it last

Don't let our love end
Make it last forever and ever
Thank God, I found you

What, a thug's dream wife, jeans tight, beautiful skin
Matchin' brown Timbs, hot as jalapenos
She knows how to hide the ninos
The rap root of Valentino
And B5 become the black Al Pacino
Relax, sweetie, in Benz, you could watch the TV
Or lay back and pump Mariah's hot CD
And I'mma touch you in the wrong places

Or we could walk through the park
Above in all faces, I'm lost in your love
Thank God I found you, you my crown jewel
I'm sayin', Boo, the type I'd give my last name to
At Lovers Lane put the top up
When it start to rain in the parkin' lot
Then we finish doin' our thing
Fog the windows, gettin' very sentimental
Sippin' Cosmos with the cherry in the middle
I keep it honest, word to real, that's my promise
Signin' off, truly yours, Nastradamus

We make it last, make it last
We make it last, make it last
We make it last, make it last
We make it last, make it last

I was so lost without you
I was lost without you
My every wish and dream
Became reality

2000, Nastradamus
I'm overwhelmed with what I do
And I'm so thankful

Thank God, I found you
I was so lost without you
My every wish and every dream
Somehow became reality

But sometimes I blame my whole life
Can last forever, babe
Thank God, I found you"
"Hill, Faith",Breathe,"I can feel the magic floating in the air
Being with you get's me that way
I watch the sunlight dance across your face
And I've never been this swept away

All my thoughts just seem to settle on the breeze
When I'm lying wrapped up in your arms
The whole world just fades away
The only thing I hear
Is the beating of your heart

'Cause I can feel you breathe
It's washing over me
And suddenly I'm melting into you
There's nothing left to prove
Baby, all we need is just to be
Caught up in the touch
Slow and steady rush
Baby, isn't that the way that love's suppose to be
I can feel you breathe, just breathe

In a way I know my heart is waking up
As all the walls come tumbling down
Closer than I've ever felt before
And I know, and you know
There's no need for words right now

I can feel you breathe
Washing over me
And suddenly I'm melting into you
There's nothing left to prove
Baby, all we need is just to be
Caught up in the touch
Slow and steady rush
Baby, isn't that the way that love's suppose to be
I can feel you breathe, just breathe

Caught up in the touch
Slow and steady rush
Baby, isn't that the way that love's suppose to be
I can feel you breathe, just breathe
I can feel the magic floating in the air
Being with you gets me that way"
Mya,Case Of The Ex (Whatcha Gonna Do),"It's after midnight and she's on your phone, phone
Sayin' come over 'cuz she's all alone, alone
I could tell it was your ex by your tone, tone
Why is she callin' now after so long?

Now what is that she wants?
Tell me what is that she needs?
Did she hear about the brand new Benz
That you just bought for me

'Cause y'all didn't have no kids
Didn't share no mutual friends
And you told me that she turned trick
When y'all broke up in '96

What'cha gonna do when you can't say no?
When her feelings start to show, boy, I really need to know
And how you gonna act, how you gonna handle that?
What'cha gonna do when she wants you back?

What'cha gonna do when you can't say no?
When her feelings start to show, boy, I really need to know
And how you gonna act, how you gonna handle that?
What'cha gonna do when she wants you back?

There's no need to reminisce about the past, past
Obviously 'cause that shit did not last, last
I know how a woman will try to game you, you
Don't get caught up because, baby you'll lose

Now what is that she wants?
Tell me what is that she needs?
Did she hear about the brand new Benz
That you just bought for me

'Cause y'all didn't have no kids
Didn't share no mutual friends
And you told me that she turned trick
When y'all broke up in '96

What'cha gonna do when you can't say no?
When her feelings start to show, boy, I really need to know
And how you gonna act, how you gonna handle that?
What'cha gonna do when she wants you back?

What'cha gonna do when you can't say no?
When her feelings start to show, boy, I really need to know
And how you gonna act, how you gonna handle that?
What'cha gonna do when she wants you back?

What'cha gonna do when you can't say no?
When her feelings start to show, boy, I really need to know
And how you gonna act, how you gonna handle that?
What'cha gonna do when she wants you back?

What'cha gonna do when you can't say no?
When her feelings start to show, boy, I really need to know
And how you gonna act, how you gonna handle that?
What'cha gonna do when she wants you back?

Tell me, was she on the phone in the middle of the night
Tell me, was she in your life try'na get what's mine
If she don't know me, she's about to know me
I'm in your life and that's how it's gonna be

I've seen her photo, she ain't even all that
So if you want her back, you can take her back
'Cuz game recognize game, I could do the same thing
Get it right, change or take back this ring

What'cha gonna do when you can't say no?
When her feelings start to show, boy, I really need to know
And how you gonna act, how you gonna handle that?
What'cha gonna do when she wants you back?

What'cha gonna do when you can't say no?
When her feelings start to show, boy, I really need to know
And how you gonna act, how you gonna handle that?
What'cha gonna do when she wants you back?

What'cha gonna do when you can't say no?
When her feelings start to show, boy, I really need to know
And how you gonna act, how you gonna handle that?
What'cha gonna do when she wants you back?

What'cha gonna do when you can't say no?
When her feelings start to show, boy, I really need to know
And how you gonna act, how you gonna handle that?
What'cha gonna do when she wants you back?"
Dream,He Loves U Not,"Give it your all girl, give it all ya got
You can take your chance at a second hand shot
Say what you want girl, do what you do
He's never gonna, gonna make it with you

You're pulling petals off a flower trying to get your way
Keep pulling til' it says what you want it to say
Girl, you can pick a field full of daisies
But he'd still be my baby

I know, you can hardly wait 'til I'm away from him
Instinctively, I know what you're thinking
You'll be giving him an open invitation
But my baby won't be taken in

You can pout your cherry lips
Try to tend him with a sweet kiss
You can flutt your pretty eyes
He ain't got his hands tied

No chains to unlock
So free to do what he wants
He's into what he's got
He loves me, he loves u not

No matter what you do
He's never gonna be with you
He's into what he's got
He loves me, he loves u not

You're the kind of girl that is always up for do or dare
Only want him just because he's there
Always looking for a new ride
The grass is greener on the other side

You're the kind of girl who's not used to hearing no
All your lovers try to take you where you wanna go
It doesn't matter how hard you try
Never gonna get with my guy

No chains to unlock
So free to do what he wants
He's into what he's got
He loves me, he loves u not

No matter what you do
He's never gonna be with you
He's into what he's got
He loves me, he loves u not

Doesn't matter what you do
He's never gonna be with you

Give it your all girl, give it all ya got
You can take your chance at a second hand shot
Say what you want girl, do what you do
He's never gonna make it with you

You can pout your cherry lips, yeah
Try to tend him with a sweet kiss
You can flutt your pretty eyes
He ain't got his hands tied

No chains to unlock
So free to do what he wants
He's into what he's got
He loves me, he loves u not

No matter what you do
He's never gonna be with you
He's into what he's got
He loves me, he loves u not

No chains to unlock
So free to do what he wants
He's into what he's got
He loves me, he loves u not

No matter what you do
He's never gonna be with you
He's into what he's got
He loves me, he loves u not"
"Braxton, Toni",He Wasn't Man Enough,"Darkchild yeah, oh yeah
Toni Braxton, oh
Ha-ha, uh-huh
Yeah, uh, uh
Darkchild yeah
Listen girl, who do you think I am?
Don't you know that he was my man?
But I chose to let him go
So why do you act like I still care about him?
Looking at me like I'm hurt
When I'm the one who said I didn't want it to work

Don't you forget I had him first!
What you thinkin', stop blaming me
He wasn't man enough for me
If you don't know now here's your chance
I've already had your man
Do you wonder just where he's been, yeah
Do not be worried about him
Now it's time you know the truth

I think he's just the man for you
What are you thinking?
Did you know about us back then?
Do you know I dumped your husband, girlfriend?
I'm not thinking 'bout him, but you married him
Do you know I made him leave
Do you know he begged to stay with me

He wasn't man enough for me
Listen girl, didn't he tell you the truth?
If not then why don't you ask him
Then maybe you can be more into him, Instead of worrying about me
And hopefully you won't find
All of the reasons why his love didn't count
And why we couldn't work it out
What you thinkin', stop blaying me

He wasn't man enough for me
If you don't know now here's chance
See I've already had your man
Do you wonder just where he's been, yeah
Do not be worried about him
Now it's time you know the truth
I think he's just the man for you
What are you thinking

Did you know about us back then
Do you know I dumped your husband, girlfriend
I'm not thinking 'bout him, but you married him
Do you know I made him leave
Do you know he begged to stay with me
He wasn't man enough for me
What are you thinking

Did you know about us back them
Do you know I dumped your husband, girlfriend
I'm not thinking 'bout him, but you married him
Do you know I made him leave
Do you know he begged to stay with me
He wasn't man enough for me
Oh yeah

So many reasons why our love is through, yeah
What makes you think he'll be good to you, no
It makes no sense cause he will never change
Girl you better recognize the game, oh yeah
What are you thinking
Did you know about us back them
Do you know I dumped your husband, girlfriend
I'm not thinking 'bout him, but you married him
Do you know I made him leave
Do you know he begged to stay with me
He wasn't man enough for me
x 2"
"Anthony, Marc",You Sang To Me,"Oh, I just wanted you to comfort me
When I called you late last night you see
I was fallin' into love, yes, I was crashin' into love

Oh, of all the words you sang to me
About life, the truth and being free
Yeah, you sang to me, oh, how you sang to me

Girl, I live off how you make me feel
So I question all this being real
'Cause I'm not afraid to love
For the first time I'm not afraid of love

Oh, this day seems made for you and me
And you showed me what life needs to be
Yeah, you sang to me, oh, you sang to me

All the while you were in front of me I never realized
I just can't believe I didn't see it in your eyes
I didn't see it, I can't believe it
Oh, but I feel it when you sing to me

How I long to hear you sing beneath the clear blue skies
And I promise you this time I'll see it in your eyes
I didn't see it, I can't believe it
Oh, but I feel it when you sing to me

Just to think you live inside of me
I had no idea how this could be
Now I'm crazy for your love

Can't believe, I'm crazy for your love
The words you said you sang to me
And you showed me where I wanna be
Yeah, you sang to me, oh, you sang to me

All the while you were in front of me I never realized
I just can't believe I didn't see it in your eyes
I didn't see it, I can't believe it
Oh, but I feel it when you sing to me

How I long to hear you sing beneath the clear blue skies
And I promise you this time I'll see it in your eyes
I didn't see it, I can't believe it
Oh, but I feel it when you sing to me

All the while you were in front of me I never realized
I just can't believe I didn't see it in your eyes
I didn't see it, I can't believe it
Oh, but I feel it when you sing to me

How I long to hear you sing beneath the clear blue skies
And I promise you this time I'll see it in your eyes
I didn't see it, I can't believe it
Oh, but I feel it when you sing to me

All the while you were in front of me I never realized
I just can't believe I didn't see it in your eyes
I didn't see it, I can't believe it
Oh, but I feel it when you sing to me

How I long to hear you sing beneath the clear blue skies
And I promise you this time I'll see it in your eyes
I didn't see it, I can't believe it
Oh, but I feel it"
