articleBody,bajada,headline,link,section,source,volanta
"Juan Pablo Varsky hizo un duro análisis del empate 0 a 0 entre Argentina y Perú, con el que la Selección quedó seriamente comprometida en su intento de clasificación al Mundial de Rusia. El mundo del fútbol está conmocionado con el estado actual de la Selección, que ahora debe ganar en la altura de Quito a Ecuador para por lo menos asegurar un repechaje con Nueva Zelanda. Varsky se hizo eco y destacó que la Selección desvaloriza a los jugadores y que, en este contexto, lo lógico sería quedarse afuera de la cita mundialista.  Escuchá el comentario de Varsky sobre la Selección:      Embed",El conductor de FM Metro consideró que lo más lógico en este contexto es quedarse afuera de Rusia 2018. El editorial completo.,"Se definieron las cabezas de serie del Mundial: Argentina, más cerca de conocer a sus rivales",http://www.eldestapeweb.com//el-lapidario-analisis-juan-pablo-varsky-el-empate-la-seleccion-argentina-n34283,MUNDIAL RUSIA 2018,eldestapeweb,MUNDIAL RUSIA 2018
"Podrá parecer un chiste pero es la realidad supera a la ficción: En Animales Sueltos responsabilizaron a la gestión de Cristina Kirchner del mal rendimiento de la selección argentina en la clasificación al mundial. LEÉ MÁS: Fantino estalló tras el rempate de Argentina y repartió críticas para todos lados Luego de que Alejandro Fantino diera su opinión personal en un monólogo de diez minutos, se sentó en su mesa con los panelistas, entre ellos Luis Espert y Laura Di Marco, y abrió el tema a sus colegas. ""La Argentina es mesiánica, es populista"".    Embed    De no creer: @animalesoficial culpó a @CFKArgentina de que la selección no clasifique y resaltaron que @mauriciomacri ""juega en equipo"" pic.twitter.com/VbYWoQ6C6o — El Destape (@eldestapeweb) 6 de octubre de 2017         ""No entiendo de fútbol"" -comenzó la biógrafa de Mauricio Macri- ""pero se que todo depende de Messi y que los demás son bastante mediocres en relación a él"". Y de manera inesperada, Di Marco encontró la forma de atacar a Cristina Kirchner: ""Eso despeja lo que le pasa en el país. Una Argentina que compró muchos años el populismo, que depende de un líder y de la masa, y nos cuesta jugar en equipo. Eso se refleja en nuestro equipo de fútbol"". La frutilla del postre la colocó Romina Mangel: ""Esto viene de un arrastre de la gestión anterior. Este Gobierno, el de Macri, tiene la particularidad de que siempre juega en equipo y lo hace saber"".","Además, repartieron flores para Mauricio Macri, en medio de la crisis de la Selección Nacional. El video completo.",Tití Fernández disparó contra Fantino y Anello por la Selección,http://www.eldestapeweb.com//animales-sueltos-culpo-cristina-que-la-seleccion-no-gane-n34282,Política,eldestapeweb,Alejandro Fantino
"El periodista Alejandro Fantino estalló y se tomó el comienzo del programa para analizar el 0 a 0 del partido de la selección argentina contra Perú. LEÉ MÁS: Quién es el artista que admira a Cristina y tocará antes del partido con Perú ""Es muy difícil analizar un resultado así y una situación como la que está viviendo Argentina porque si yo analizo la foto es muy probable que el martes a la madrugada sea la Selección clasificada después de un repechaje"", comenzó el conductor.    Embed         ""Es muy factible que eso pase y que en 20 días le ganemos a Nueva Zelanda y estemos en el Mundial"". ""No podemos pedir más con alguien como el Chiqui Tapia en la AFA, que tiene más asados comidos que partidos ganados. Habría que llevar a un mundial de comer asado a estos tanques de la AFA, comedores de costillar con celusal gruesa"", le reprochó a la dirigencia del futbol argentino. Messi está hinchado las pelotas con sus compañeros"". También, el ex relator salió a respaldar a al 9 de Boca: ""Ahora todos están matando a Benedetto por haber jugado un partido y no la metió. ¡Un partido jugó Benedetto!"". ""Ecuador está eliminado. Es un partido de no menos de 50 millones de dólares porque si Ecuador le gana a la Argentina le permite a otra Asociación de Fútbol entrar con su selección. Ir al Mundial son millones de dólares. No van a jugar porque si, va a haber mucha guita porque los ecuatorianos se juegan la vida contra Argentina"", manifestó. Sin embargo, el conductor conideró que ""vamos a ir Mundial, pero jugando así somo boleta en primera ronda"", aunque pidió por jugadores como Lucas Alario o Lucas Pratto: ""Pelado dejate de romper las pelotas y traé un 9 alto"".",El conductor de Animales Sueltos se tomó un largo tramo del inicio del programa para analizar el 0 a 0 con Perú que deja a la Selección más complicada.,Tití Fernández disparó contra Fantino y Anello por la Selección,http://www.eldestapeweb.com//fantino-estallo-el-empate-argentina-y-repartio-criticas-todos-lados-n34280,Alejandro Fantino,eldestapeweb,Alejandro Fantino
"El jefe del bloque de senadores del PJ-FPV, Miguel Ángel Pichetto, aseguró que esa bancada ""no"" va a ""votar normas que afecten a los trabajadores"" pero ""sí acompañar cuestiones que hayan acordado previamente"" los sindicalistas con el Gobierno. Pichetto se expresó así en declaraciones a la prensa, luego de la reunión que mantuvo con el triunvirato de la CGT, junto a senadores y diputados nacionales del justicialismo, en la que abordaron también cuestiones relativas al futuro del peronismo. ""No vamos a votar normas que afecten a los trabajadores, pero sí acompañar cuestiones que hayan acordado previamente"", sostuvo el senador rionegrino en referencia a las negociaciones entre la CGT y el Gobierno, y agregó: ""Vamos a conversar con el movimiento obrero siempre porque es parte de nuestro movimiento"". LEE MÁS ""En Cambiemos reconocen que la elección en Provincia está ""muy peleada"" Al ser consultado sobre lo que dialogaron respecto del peronismo y si el nombre de la expresidenta Cristina Kirchner sobrevoló esa charla, Pichetto señaló que ""no se habló de nombres propios"" y se negó a referirse a la actual candidata a senadora: ""Ya dije lo que pensaba, ahora hay un proceso electoral y no quiero interferir"". ""El Senado está abierto al diálogo con cualquier compañero peronista"", soltó el jefe de bloque, semanas después de haber opinado que el frente Unidad Ciudadana que lidera la expresidenta no forma parte del justicialismo. Sobre la situación del justicialismo de la Cámara de Diputados, donde ya se perfila la construcción de un Bloque Justicialista más amplio que el que encabeza hoy Diego Bossio, Pichetto sentenció: ""El peronismo tiene que tener allí un bloque que tenga identidad y trabajar con el Senado"". ""Creo que hubo coincidencias en que el peronismo tiene que construir una alternativa, tiene que crear un programa, tener una actitud propositiva"", explicó Pichetto al finalizar la reunión y admitir que se habló de la unidad del peronismo y un dato que lo reafirma es la declaración del triunviro Schmid: ""Sacamos el compromiso que, a posterior del proceso electoral, los gobernadores (peronistas) van a ir en bloque a hablar a nuestra sede de la CGT, de Azopardo 802 (de esta capital)"". Daer, por su parte, indicó que los senadores del PJ reafirmaron que van a convocar a la CGT ""cada vez que haya un tema que tengan que ver con los derechos de los trabajadores"" y que, a la vez, la representación sindical reconoció al bloque de la Cámara Alta ""como uno de los sectores institucionales fundamentales que tiene el peronismo en el sentido de la reconstrucción que queremos también para el partido para volver ser un alternativa creíble, una alternativa que tenga legitimidad de cara al 2019"".""Vamos a ratificar lo que ya dijimos a la salida del Comité Central Confederal: Aspiramos, no solamente a defender las regulaciones laborales, y lo que ya hemos señalado a lo largo de este tiempos y que le hemos planteado al Senado de la Nación que vamos a trabajar con las limitaciones que ya le trasmitimos al ministro Triaca"", dijo Schmid. LEE MÁS ""Cristina Kirchner lanzó una advertencia a sus votantes""",Referentes de la central sindical y los principales legisladores del PJ prometieron que no votaran nada en contra de los trabajadores.,El CEO de Mercado Libre redobló la apuesta,http://www.eldestapeweb.com//la-cgt-le-pidio-legisladores-peronistas-que-los-ayuden-frenar-la-reforma-laboral-n34279,Política,eldestapeweb,Flexibilización laboral
"El jefe de Gabinete bonaerense y coordinador de la campaña de Cambiemos en la provincia de Buenos Aires, Federico Salvai, advirtió que la elección de senadores ""va a ser muy peleada"" y que por eso deben ""salir a buscar votos"". ""El dato objetivo es que estamos 20.000 votos abajo y que la elección va a ser muy peleada. Hay que salir a buscar los votos si queremos ganar en octubre"", afirmó. Durante una entrevista publicada hoy por el diario El Cronista, el funcionario resaltó que ""la coyuntura y el contexto ayuda porque se empieza a notar el crecimiento"" pero dijo que ""desde el punto de vista electoral, hay una polarización muy grande en la Provincia"". ""Ya el 70% del electorado eligió entre dos frentes y quizá lleguemos a las elecciones con el 80% del padrón dividido. Sea para Cristina o para Esteban, la diferencia será mínima"", añadió. Salvai sostuvo también que ""cada vez que Cristina da una entrevista o se expone a los medios, nos recuerda lo que vivimos en los últimos años"". LEE MÁS ""El escrutinio definitivo confirmó el triunfo de Cristina Kirchner"" Por último, vaticinó que mientras Cristina Kirchner exista, ""el peronismo va a estar dividido"" porque la ex presidenta ""es sinónimo de división, es su forma de hacer política"". Hasta ahora, los sondeos luego de las PASO dan una leve ventaja al candidato oficialista Esteban Bullrich sobre Unidad Ciudadana. Salvo excepciones, todos lo dan por una diferencia inferior al margen de error, lo que augura, en caso de estar en lo cierto, un resultado ajustado. LEE MÁS ""Mirá todas las encuestas en el proyector electoral""","Federico Salvai dijo que están ""20 mil votos abajo"" y mantuvo la cautela sobre el resultado del domingo.","El fuerte pedido de Cristina por Maldonado: ""Todavía no sabemos dónde está""",http://www.eldestapeweb.com//en-cambiemos-reconocen-que-la-eleccion-provincia-esta-muy-peleada-n34278,Política,eldestapeweb,Elecciones 2017
"Un mal momento vivió la movilera de Todo Noticias que hacía entrevistas a hinchas de Perú en el Hotel porteño Intercontinental durante la previa del partido con la selección Argentina. En un momento, los fanáticos hicieron un comentario contra Macri y desde el piso del canal cortaron la comunicación. LEER MÁS: TN decidió suspender el debate luego que CFK y Esteban Bullrich se bajaran La periodista preguntó quién es el jugador más difícil para enfrentar en la selección Argentina y a quién le tienen miedo. Como respuesta, un hincha tomó el micrófono y señaló: ""el jugador más difícil de enfrentar es Macri, porque ..."".    Embed    Por un comentario contra @mauriciomacri, TN tuvo que cortar un móvil con hinchas de Perú. pic.twitter.com/3DdPT2k6fi — El Destape (@eldestapeweb) 5 de octubre de 2017         El audio de la comunicación se cortó en el momento en que el hincha daba la explicación sobre su respuesta. Nerviosos, desde el piso de TN, los conductores del programa cortaron la comunicación. ""El hincha es así, el hincha es así. Ordenalos un poco, ordenalos un poco. Ya vamos a volver ahí"", dijo el conductor y se cortó el móvil.",El mensaje sorprendió a la reportera que no supo que responder y cambio de tema. El conductor de TN se puso nervioso y pidió cortar la comunicación.,Macri ya tendría elegido al primer funcionario que despedirá,http://www.eldestapeweb.com//por-un-comentario-contra-macri-tn-tuvo-que-cortar-un-movil-hinchas-peru-n34277,Política,eldestapeweb,Macri Presidente
"El presidente, Mauricio Macri, subrayó que ""la Argentina necesita un sindicalismo fuerte y sano"". Ante esto, destacó sólo un grupo de ""líderes gremiales que creen en el diálogo"" y con los que están trabajando. ""La Argentina necesita un sindicalismo fuerte y sano, que se siente a la mesa para generar acuerdos defendiendo el interés de los trabajadores y que ayude a crear más y mejores trabajos para todos"", sostuvo el mandatario. LEER MÁS: Los tarifazos que vienen: después de las elecciones, subirán el gas, la luz y la nafta Asimismo, tras hacer una alusión a la detención del exsecretario general de la UOCRA La Plata Juan Pablo ""Pata"" Medina, el jefe de Estado señaló: ""Creemos que este sindicalismo existe: hay muchos líderes sindicales que creen en el diálogo y buscan mejorar la situación de sus trabajadores. Con ellos es que estamos avanzando en una agenda en conjunto que incluye la propuesta de formalizar más de 4 millones de trabajadores"". En el cierre de la 65 Convención Anual de la Cámara Argentina de la Construcción, la figura principal del PRO destacó el crecimiento del área y subrayó que ""es un sector clave para el futuro de la Argentina, porque es uno de los que más empleos genera en la economía"".","El presidente esgrimió que la Argentina ""necesita un sindicalismo fuerte y sano"" y subrayó que sólo un grupo de ""líderes que creen en el diálogo"".",Macri ya tendría elegido al primer funcionario que despedirá,http://www.eldestapeweb.com//ante-empresarios-macri-volvio-atacar-los-sindicatos-n34276,Economia,eldestapeweb,Macri Presidente
"Nahuel Pennisi comenzó su carrera tocando en la calle y terminó llevándose el premio Carlos Gardel en 2016 al mejor álbum como nuevo artista de folclore. Admira a Cristina Kirchner y tocó frente a la Selección. El año pasado, entonó las estrofas del himno nacional en el Monumento a la Bandera, en Rosario. Meses después lo hizo en el encuentro entre los Pumas y los All Blacks. Ahora le tocará hacerlo en el estadio de Boca Juniors cuando la Argentina enfrente a Perú.    Nahuel Pennisi       ""No saben la alegría que siento de cantar nuestro himno mañana en el partido de Argentina. Uno de los regalos más lindos que me tocaron"", escribió en Twitter. LEER MÁS: Un músico dijo que admiraba a Cristina y cambiaron de tema Pennisi dijo por América que admiraba a Cristina Kirchner. Es no vidente de nacimiento. Empezó a trabajar como músico callejero cuando tenía 16 años.",Nahuel Pennisi empezó a trabajar como músico callejero y cantará antes del choque de la selección argentina.,"Sin el Tren Roca, qué colectivos llegan hasta Racing",http://www.eldestapeweb.com//quien-es-el-artista-que-admira-cristina-y-toco-antes-del-partido-peru-n34275,Política,eldestapeweb,Cristina Kirchner
"Un cronista del programa Diario De Mariana (DDM) encontró un inodoro debajo de un asiento del avión que le incautaron a Lázaro Baez y que ahora es de las fuerzas de Seguridad. ""Que locura se ve todo, cómo vas a ir al baño ahí, con todos al rededor"", dijo Mariana Fabbiani, al destacar que en inodoro estaba en medio del avión y no en un espacio privado. LEER MÁS: La insólita cobertura de Mariana Fabbiani durante el acto de Cristina ""Ay, te ven todos mientras lo hacés. Qué horror"", dijo la panelista Mercedes Ninci.    Embed    El asqueroso detalle del avión de Lázaro Báez que dejó sin palabras a Mariana Fabbiani. pic.twitter.com/6zd94vr9GS — El Destape (@eldestapeweb) 5 de octubre de 2017         La nota fue realizada el día en que la ministra de Seguridad, Patricia Bullrich, participó del acto protocolar que entregaba el Jet Lear como “Aeronave recuperada de la corrupción”.",Un cronista visitó la cabina de la nave y cuándo levantó un asiento se llevó una desagradable sorpresa.,"El fuerte pedido de Cristina por Maldonado: ""Todavía no sabemos dónde está""",http://www.eldestapeweb.com//el-asqueroso-detalle-que-encontraron-un-avion-lazaro-baez-y-que-dejo-palabras-fabbiani-n34274,Política,eldestapeweb,Lázaro Báez
"La ex mandataria y actual candidata de Unidad Ciudadana Cristina Kirchner aseguró que “las tarifas de los servicios públicos son un verdadero saqueo al bolsillo de los argentinos” y advirtió que “ni en los peores momentos de la dictadura hubo un endeudamiento tan vertiginoso como el de hoy”. En el cierre del Segundo Congreso de Economía Política en el Teatro Roma de Avellaneda, la ganadora de las elecciones primarias aseguró que “hoy las tarifas de los servicios públicas de la Argentina son un verdadero y auténtico saqueo"". LEER MÁS: Crece el endeudamiento de las familias: los préstamos subieron un 57% Tras ello, Cristina Kirchner apuntó con todo contra el entorno presidencial, los beneficiarios de los aumentos: ""¿Quién se lleva la plata del aumento de las tarifas? Los amigos, los socios y la familia, con electricidad y el amigo del alma del presidente, Nicolás Caputo. Estas son las cosas que no aparecen en los medios”, exclamó. Por último, la ex mandataria también se tomó un momento para advertir por el alto grado de endeudamiento del país: ""Me temo que pase lo que siempre ha pasado con los famosos gobiernos populistas. Los ortodoxos se endeudan y venimos y pagamos los ´populistas´ y después de vuelta la rueda. Hoy tenemos el déficit comercial más importante de los últimos 20 años"", concluyó.",La ex mandataria apuntó con todo contra la administración de Macri y encendió todas las alarmas por las medidas que implementará.,"El fuerte pedido de Cristina por Maldonado: ""Todavía no sabemos dónde está""",http://www.eldestapeweb.com//cristina-kirchner-revelo-un-plan-del-gobierno-y-lanzo-una-advertencia-los-votantes-n34273,Política,eldestapeweb,Elecciones 2017
"Mientras brindaba una entrevista en Pop, la cuenta de Twitter de C5N fue suspendida por dos tuits con contenido ""no autorizado"" enviados hace algunos días, aunque aún se desconoce puntualmente el contenido. En medio de la venta y la reestructuración del Grupo Indalo, que se desprenderá del control de algunos medios para darle lugar a la familia Terranova, aportante a la campaña de Macri y gran receptora de pauta publicitaria durante sus gestiones, el canal se vio envuelto en un nuevo escándalo al ser cerrada su cuenta por parte de las autoridades de la red social. Efectivamente, en la cuenta en la red social del pajarito azul que posee el canal C5N se lee la leyenda ""Cuenta suspendida: Twitter suspende cuentas que incumplen las Reglas de Twitter"". ""Espero que Twitter Argentina aclare esta situación de suspensión de una cuenta verificada de un canal televisivo, en nombre de su prestigio"", expresó Cristina Kirchner desde su cuenta.",La red social y una determinación que provocó la furia del canal en medio de una entrevista a la ex mandataria.,La terrible advertencia de una ex 678 sobre el Gobierno de Cambiemos,http://www.eldestapeweb.com//la-inesperada-medida-twitter-contra-c5n-medio-la-nota-cfk-n34272,medios,eldestapeweb,medios
"Embed         El PAMI creó una obra social paralela para terciarizar los servicios y así desguazar al instituto. Su titular, Sergio Cassinotti, organizó una fundación para que asuma sus tareas, lo que está expresamente prohibido por ley. La maniobra es similar a la utilizada por el ministro de Transporte, Guillermo Dietrich, para privatizar Vialidad Nacional. Por esto, un abogado previsionalista presentó un pedido de denuncia penal. El miércoles, Cassinotti decidió la constitución de la Fundación PAMI – INSSJP, integrada por los mismos funcionarios a cargo del organismo original. En el acta de constitución se apoya en la ley 19.032 para tomar la decisión, ya que alega que ahí indica que “puede delegar el ejercicio de las actividades prestacionales en terceros prestadores, efectos y redes, lo cual viene sucediendo desde el momento mismo de su creación”. No obstante, esa norma es explícita con prohibir cualquier tipo de delegación de prestaciones a la obra social de los jubilados. Esta maniobra constituye una desregulación, de acuerdo al abogado Christian D’Alessandro, por lo que le presentó a la Unidad Fiscal de Investigaciones de Delitos de la Seguridad Social (UFISES) un pedido de pesquisa contra Cassinotti por abuso de autoridad, lo que constituiría un delito. Es que, según explicó a El Destape, la intención detrás puede estar en que las funciones le sean trasladadas a la fundación, por lo que la obra social deje de prestar servicios y ya no exista como ente público. Como el instituto que atiende a jubilados cumple normas muy estrictas, una entidad nueva resulta la única vía para poder flexibilizar el trabajo de los médicos y de todos los trabajadores, además de desregular la calidad de la prestación, entre otras medidas, en pos de recortar presupuesto. Este instituto paralelo, o “blue”, tendrá sólo un capital inicial de $ 100.000, según su acta constitutiva, responderá sólo hasta ese monto ante cualquier problema potencial. Es decir, que si debiera realizar un pago importante o abonar una demanda mayor a ese monto, entrará en quiebra inmediata y desaparecerá. Para crear la fundación, Cassinotti citó a la ley 19.032, que lo regula. Sin embargo, el artículo 2 de dicha regla le prohíbe expresamente hacerlo. “El Instituto no podrá delegar, ceder o de algún modo transferir a terceros las funciones de conducción, administración, planificación, evaluación y control que le asigna la presente ley. Todo acto, disposición u omisión por parte de sus autoridades que infrinja este enunciado será declarado nulo de nulidad absoluta”, reza la legislación. Por todo esto, D’Alessandro pidió que la UFISES investigue penalmente a Cassinotti por abuso de autoridad y violación de los deberes de funcionario público. La unidad que encabeza Gabriel De Vedia podrá interponer una denuncia en los tribunales federales previsionales o pasarle la investigación a la UFI-PAMI, para que el fiscal especializado Javier Arzubi Calvo sea quien denuncie a los directivos de la obra social de los jubilados. LEER MÁS: El Gobierno quiere subir la edad jubilatoria cinco años pero que sea ""optativo""","Piden investigar al titular del organismo, Sergio Cassinotti, por abuso de autoridad, ya que quiere terciarizar el servicio a los jubilados.","Afirman que hay un ""acuerdo casi cerrado"" por la venta de C5N",http://www.eldestapeweb.com//la-maniobra-del-gobierno-desguazar-al-pami-n34271,Economia,eldestapeweb,PAMI
"El primer candidato a concejal por Cambiemos en Tigre, Pedro ""Segundo"" Cernadas, envió un descargo a El Destape, donde acusa que el video que lo escracha por hacer clientelismo es ""una operación política"". ""En vez de trabajar para la gente se dedican a armar operaciones políticas. Yo trabajo en Anses y voy hacer todo lo posible para que los servicios del estado lleguen a los vecinos de Tigre"", afirmó el actor Cernadas en el mensaje.    Embed    Escándalo | El candidato a concejal de @cambiemos en Tigre, @segundocernadas, gestiona el DNI a cambio de votos para la elección. pic.twitter.com/VnbyYtFii0 — El Destape (@eldestapeweb) 5 de octubre de 2017         El canal de noticias TN fue el que escrachó esta oscura maniobra de Cernadas. Allí, Nicolás Wiñazki presentó un video, que ya había sido viralizado, donde militantes de Cambiemos entregan DNI y afirman: ""Nosotros estamos acá para recordarles que esto es del Gobierno, no del municipio. Llegamos a este barrio gracias a quien esperemos que sea el concejal, Cernadas"". LEER MÁS: El candidato de Cambiemos que gestiona el DNI a cambio de votos para el macrismo En respuesta, el actor sostuvo: ""Ese video es parte del debate político entre voluntarios de distintas agrupaciones. Invito a los que armaron el video a trabajar para la gente y no para ganar poder político"". El mensaje completo de Cernadas: En vez de trabajar para la gente se dedican armar operaciones politicas.Yo trabajo en Anses y voy hacer todo lo posible para que los servicios del estado lleguen a los vecinos de Tigre. Yo no voy con banderas politicas. Fue lo primero que suspendi en Anses cuando asumi .Esa mesa de cambiemos no estaba dentro del operativo del Estado en tu Barrio, en esa mesa no se realizaba ningún tipo de trámite de los que debe realizar el Estado. Esa mesa estaba a pocos metros de otra mesa del Frente Renovador. La chica que habla es una militante que justamente trata de que el Frente renovador no siga utilizando politicamente nuestro trabajo con los vecinos. Ese video es parte del debate político entre voluntarios de distintas agrupaciones. Invito a los que armaron el video a trabajar para la gente y no para ganar poder politico.",El candidato de Cambiemos en Tigre habló sobre el video que lo acusa de hacer clientelismo político.,"El fuerte pedido de Cristina por Maldonado: ""Todavía no sabemos dónde está""",http://www.eldestapeweb.com//el-descargo-segundo-cernadas-la-acusacion-clientelismo-fue-una-operacion-politica-n34270,Política,eldestapeweb,Elecciones 2017
"La situación de los policías de Quilmes que cobraban coimas para custodiar locales y empresas privadas se agravó luego de que se conocieran nuevas escuchas que los comprometen todavía más. De los audios que constan en la causa judicial y a los que accedió el portal La Voz del Grito, se desprende cómo era la operatoria que tenían los policías locales comandados por Martiniano Molina para cobrar las coimas y repartirse el dinero. En una de las escuchas que acaban de conocerse se destaca a dos oficiales quilmeños que conversan sobre el negociado y apuntan bien arriba en cuanto a la responsabilidad del ilícito: Oficial 1: ¿Vos la retiras y le tenés que llevar la plata a ellos? Oficial 2: Sí. Oficial 1: Vos lo primero que les tenés que decir es que te obligaban. Oficial 2: Si salta la bronca creo que toda la policía local de Quilmes se va. Oficial 1: De ahí se llevan la mitad ellos y la otra mitad el jefe. La hora de servicio la hacen figurar como adicional. Pero entonces hay un curro de la municipalidad.    Embed         En otro de los audios, se explica cómo funcionaba el sistema: Oficial 1: ¿Vos estás haciendo adicional ahí? Oficial 2: Sí. Oficial 1: ¿Pero vos no estás de servicio? No entiendo. Oficial 2: Me quedo con 5 yo y él se queda con el resto. Oficial 1: O sea que tus días de servicio vos no cumplís tu función como policía y hacés el adicional pago. O sea, es una “quintita” que de $16.000 te da 5 (mil pesos) a vos y se agarra el resto él. Oficial 2: Sí, sí. Ahí debe haber una tramoya con los altos, altos de ahí. Reparten entre ellos, pero una parte va para arriba, arriba. A uno arriba le está llegando porque sino no se podría hacer eso.    Embed         Finalmente, se desprenden los montos con los que se quedaban los oficiales que eran utilizados como mano de obra del negocio, y, por otra parte, el dinero que se llevaban los jefes, para luego repartirse entre ellos: Oficial 1: ¿Cuánto te pagan? Oficial 2: 42 (mil pesos). Pero no me quedé todo yo. Me quedé con 13. Y él no cobró por los cinco oficiales que estamos, cobró por más.    Embed",Comprometedores audios demuestran cómo los policías locales de Quilmes cobraban coimas para custodiar locales y empresas.,Los fuertes vínculos entre el jefe de Los Pitufos y Martiniano Molina en Quilmes,http://www.eldestapeweb.com//escandalo-se-filtraron-nuevas-escuchas-los-pitufos-martiniano-molina-quilmes-n34269,Política,eldestapeweb,Martiniano Molina
"El presidente Mauricio Macri ataca al Secretario General del Sindicato Unico de Trabajadores de Edificios de Renta y Horizontal (SUTERH), Victor Santa María, por ser dueño de Página 12, el medio dónde trabaja Horacio Verbitsky, a quien el jefe de Estado odia por haber revelado el millonario blanqueo de capitales de fondos espurios que hizo su hermano, Gianfranco Macri.  El columnista de La Nación, Carlos Pagni, fue quien reveló la información sobre el ataque de Macri a Santa María por Verbitsky. El periodista citó a un ""importante dirigente"" de Cambiemos: ""Aunque Macri nunca lo quiso, por enfrentamientos que vienen de Boca Juniors, el problema no es con Víctor. Es con [Horacio] Verbitsky, por las notas que escribió sobre el blanqueo impositivo"". LEER MÁS: Familiares directos de Macri, Marcos Peña y Caputo blanquearon 132 millones de dólares Por su parte, Pagni explicó que ""varias columnas en las que Verbitsky reveló la participación de familiares y amigos del Presidente en ese jubileo. Esa cobertura indignó al oficialismo. No sólo por cómo afecta a la familia Macri. También porque puso en evidencia que la AFIP no puede garantizar el secreto fiscal"". El tema del blanqueo de capitales de familiares y empresarios cercanos exaspera tanto al Presidente, que la semana pasada se negó a responderle a una periodista una pregunta sobre el tema.     Embed    El presidente @mauriciomacri se negó a responder una pregunta acerca del blanqueo de su hermano Gianfranco pic.twitter.com/DZQlWPaBDK — El Destape (@eldestapeweb) 30 de septiembre de 2017",El Presidente arremete contra el dirigente sindical que es dueño de Página 12. Los motivos que llegan a presionar a uno de los pocos medios opositores que quedan.,Macri ya tendría elegido al primer funcionario que despedirá,http://www.eldestapeweb.com//el-oscuro-motivo-detras-del-ataque-macri-victor-santa-maria-n34268,Política,eldestapeweb,Macri Presidente
"Las familias aumentaron sensiblemente su endeudamiento. En septiembre los préstamos personales se dispararon 57,2% en comparación con el mismo mes el año pasado. A su vez, registraron un alza de 4,61% contra el mes pasado. En líneas generales, los préstamos en todas sus líneas muestran una curva ascendente respeto del mes anterior y en término interanuales, señaló la consultora First Capital Group. El financiamiento con tarjetas de crédito experimentó una expansión del 25,3% en términos interanuales. Los créditos hipotecarios tuvieron una suba del 9,6% respecto de agosto y 71,7% en términos interanuales. LEER MÁS: Una importante analista de riesgo advirtió por la inflación y la deuda del Gobierno Los préstamos prendarios, en tanto, mostraron un crecimiento mensual del 5,6% y anual del 75,4%. A su vez, los préstamos comerciales han pegado un gran salto en relación a los meses anteriores: el incremento mensual en septiembre fue del 4,3% y en términos interanuales hubo una expansión del 52,2%.","En septiembre, los créditos por tarjetas de crédito se dispararon 25% y los hipotecarios 72% interanualmente. Los hipotecarios tuvieron una suba del 9,6% respecto de agosto.",Macri ya tendría elegido al primer funcionario que despedirá,http://www.eldestapeweb.com//crece-el-endeudamiento-las-familias-los-prestamos-subieron-un-57-n34267,Política,eldestapeweb,Macri Presidente
"La ministra de Seguridad, Patricia Bullrich, aseguró que ""prefiere"" que la Justicia ""trabaje sin declaraciones"" del Gobierno nacional en el medio de la investigación por la desaparición de Santiago Maldonado. ""Siempre dije que hay una investigación, que vamos a ayudar, que siempre nos quisimos acercar a la familia y nos fue difícil y que están todas las hipótesis abiertas. Ahora prefiero que la Justicia trabaje sin declaraciones nuestras"", sostuvo la funcionaria nacional, luego de que el caso cambiara de juez y quedara a cargo del magistrado federal de Rawson, Gustavo Lleral. LEER MÁS: Maldonado: la frase de Peña sobre la Gendarmería tras la desaparición En declaraciones a radio FM Latina, Bullrich aseguró que el Gobierno está ""para ayudar a la Justicia"" en la investigación por el artesano de 28 años, de quien no se tienen noticias desde el pasado 1 de agosto. ""No es una cuestión de discusión, sino de acción. Estamos para ayudar a la Justicia"", opinó la ministra de Seguridad. La Gendarmería se llevó a Maldonado el 1 de agosto en medio de una brutal represión a una comunidad mapuche en Chubut. Desde un primer momento, Bullrich defendió el accionar de la fuerza de seguridad e incluso dijo ante el Congreso que no tenía pensado ""echar a un gendarme por la ventana"" para colaborar con la aclaración del secuestro forzado del joven.","La ministra de Seguridad dijo preferir ""que la Justicia trabaje sin declaraciones nuestras"" sobre la desaparición forzada del joven por parte de Gendarmería.",El giro inesperado en la causa Maldonado que complica al asesor de Patricia Bullrich,http://www.eldestapeweb.com//ahora-bullrich-no-quiere-hablar-santiago-maldonado-n34265,Política,eldestapeweb,La desaparición de Maldonado
