"","id","interes_politica","diario_mas_lee","grupos_influencia_su_opinion","autoposicionamiento_ideologico","autoposicionamiento_partidario","eval_gestion_NK","eval_futura_situacion_pais","progresismo_conservadurismo","nivel_nacionalismo","voto_comparado","voto_anterior_presidencial_2007","voto_anterior_caba_2006","pogr_estado_propietario_empresas","pogr_estado_interventor","cons_universidades_estatales_aranceladas","progr_adopcion_parejas_gay","cons_aumentar_penas","cons_bajar_edad_imputabilidad","pogr_control_precios_estado","sexo","edad","estud","trabajo","distrito","salud","pon","R_interes_politica","R_autoposicionamiento_ideologico","R_eval_gestion_NK","R_progresismo_conservadurismo","R_nacionalismo","R_pogr_estado_propietario_empresas","R_pogr_estado_interventor","R_cons_universidades_estatales_aranceladas","R_progr_adopcion_parejas_gay","R_cons_aumentar_penas","R_cons_bajar_edad_imputabilidad","R_pogr_control_precios_estado"
"106",106,"Nada interesado","La Nación",NA,"Centroderecha","No sabe","Regular positiva","Igual que ahora","Algo conservadora","Poco nacionalista","Ns/Nc","No sabe","Mauricio Macri","Bastante de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Algo en desacuerdo","Muy de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Hombre","18 a 29 años","Terciario/ universitario","Trabaja",1,"Prepaga",0.741682107899907,"1_No interesado","2_Derecha","2_Positiva","2_Progresista","1_No nacionalista","2_Acuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"107",107,"Bastante interesado","Clarín",NA,"No sabe","No sabe","Regular positiva","No sabe","No sabe","Bastante nacionalista","Ns/Nc","No sabe","No sabe","Bastante de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy en desacuerdo","Algo en desacuerdo","Mujer","50 a 65años","Terciario/ universitario","Trabaja",1,"Prepaga",0.425528873642081,"2_Interesado","9_NS","2_Positiva","9_NS","2_Nacionalista","2_Acuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo"
"108",108,"Muy interesado","Clarín","Su familia","No sabe","Peronismo","Buena","Igual que ahora","Algo progresista","Ns/Nc","Distinto que su padre","Cristina Kirchner","Daniel Filmus","Muy de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Mujer","30 a 49 años","Secundario","Trabaja",1,"No tiene cobertura",1.59095964611357,"2_Interesado","9_NS","2_Positiva","1_Conservador","9_NS","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"109",109,"Bastante interesado","La Nación",NA,"No sabe","ARI","Regular positiva","Igual que ahora","Algo progresista","Poco nacionalista","Distinto que su padre","Elisa Carrió","Daniel Filmus","Algo en desacuerdo","Algo en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Algo en desacuerdo","Bastante de acuerdo","Mujer","30 a 49 años","Terciario/ universitario","Trabaja",1,"Prepaga",0.544356173452499,"2_Interesado","9_NS","2_Positiva","1_Conservador","1_No nacionalista","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo"
"110",110,"Muy interesado","La Nación",NA,"Centroderecha","PRO","Regular Negativa","Igual que ahora","Decididamente progresista","Bastante nacionalista","Distinto que su padre","Elisa Carrió","Mauricio Macri","Algo en desacuerdo","Bastante de acuerdo","Muy de acuerdo","Algo en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Hombre","30 a 49 años","Terciario/ universitario","Trabaja",1,"Prepaga",0.790864523947231,"2_Interesado","2_Derecha","2_Positiva","1_Conservador","2_Nacionalista","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo"
"111",111,"Muy interesado","Página 12",NA,"Izquierda","Socialismo","Regular positiva","Igual que ahora","Algo progresista","Bastante nacionalista","Distinto que su padre","Elisa Carrió","Daniel Filmus","No sabe","Bastante de acuerdo","Muy de acuerdo","Bastante de acuerdo","No sabe","Muy en desacuerdo","Bastante de acuerdo","Mujer","66 y más","Terciario/ universitario","Es jubilado o pensionado",1,"Prepaga",0.268532594116069,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","9_NS","2_Acuerdo","2_Acuerdo","2_Acuerdo","9_NS","1_Desacuerdo","2_Acuerdo"
"112",112,"Poco interesado","La Nación",NA,"No sabe","PRO","Regular positiva","Peor que ahora","Decididamente progresista","Muy nacionalista","Distinto que su padre","Roberto Lavagna","Mauricio Macri","Algo en desacuerdo","Bastante de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Mujer","18 a 29 años","Terciario/ universitario","Trabaja",1,"Prepaga",0.510503660171152,"1_No interesado","9_NS","2_Positiva","1_Conservador","2_Nacionalista","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"113",113,"Bastante interesado","La Nación",NA,"Centroizquierda","Radicalismo","Mala","Igual que ahora","Algo progresista","Muy nacionalista","Igual que su padre","Elisa Carrió","Daniel Filmus","Algo en desacuerdo","Muy en desacuerdo","Bastante de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Mujer","66 y más","Terciario/ universitario","Está desocupado",1,"Prepaga",0.268532594116069,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"114",114,"Poco interesado","Clarín","Su familia","No sabe","No sabe","Mala","Igual que ahora","No sabe","Nada nacionalista","Igual que su padre","Alberto Rodríguez Saa","No sabe","Bastante de acuerdo","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Mujer","18 a 29 años","Terciario/ universitario","Trabaja",1," Obra social",0.510503660171152,"1_No interesado","9_NS","2_Positiva","9_NS","1_No nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"115",115,"Muy interesado","La Nación","Sus compañeros de trabajo","No sabe","Peronismo","Buena","Mejor que ahora","No sabe","Nada nacionalista","Igual que su padre","Cristina Kirchner","En blanco","Bastante de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Hombre","66 y más","Secundario","Es ama de casa",1," Obra social",1.14022868127134,"2_Interesado","9_NS","2_Positiva","9_NS","1_No nacionalista","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"116",116,"Poco interesado","Clarín",NA,"No sabe","Peronismo","Regular positiva","No sabe","No sabe","Bastante nacionalista","Distinto que su padre","Elisa Carrió","Daniel Filmus","Bastante de acuerdo","Bastante de acuerdo","Algo en desacuerdo","Algo en desacuerdo","Muy de acuerdo","Muy de acuerdo","Bastante de acuerdo","Mujer","18 a 29 años","Terciario/ universitario","Es estudiante",1,"No tiene cobertura",0.510503660171152,"1_No interesado","9_NS","2_Positiva","9_NS","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"117",117,"Poco interesado","No lee diarios",NA,"No sabe","ARI","Regular positiva","Peor que ahora","Algo progresista","Bastante nacionalista","Ns/Nc","Roberto Lavagna","Daniel Filmus","Bastante de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Bastante de acuerdo","Hombre","18 a 29 años","Terciario/ universitario","Está desocupado",1,"No tiene cobertura",0.741682107899907,"1_No interesado","9_NS","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"118",118,"Poco interesado","Clarín",NA,"No sabe","Socialismo","Regular positiva","No sabe","Algo conservadora","Muy nacionalista","Distinto que su padre","En blanco","Mauricio Macri","Muy de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Muy de acuerdo","Bastante de acuerdo","Algo en desacuerdo","Muy de acuerdo","Mujer","30 a 49 años","Secundario","Está desocupado",1,"No tiene cobertura",1.59095964611357,"1_No interesado","9_NS","2_Positiva","2_Progresista","2_Nacionalista","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo"
"119",119,"Muy interesado","Clarín","Su familia","No sabe","No sabe","Regular Negativa","Igual que ahora","Algo progresista","Bastante nacionalista","Distinto que su padre","Elisa Carrió","Mauricio Macri","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Bastante de acuerdo","Muy de acuerdo","Muy de acuerdo","Hombre","30 a 49 años","Secundario","Está desocupado",1,"No tiene cobertura",2.31141595246858,"2_Interesado","9_NS","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"120",120,"Bastante interesado","Clarín",NA,"Izquierda","Otros partidos","Buena","Igual que ahora","Decididamente progresista","Muy nacionalista","Distinto que su padre","Cristina Kirchner","Daniel Filmus","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Bastante de acuerdo","Mujer","50 a 65años","Terciario/ universitario","Trabaja",1,"Prepaga",0.425528873642081,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"121",121,"Poco interesado","La Nación",NA,"Centroderecha","PRO","Regular Negativa","Igual que ahora","Algo progresista","Bastante nacionalista","Distinto que su padre","Elisa Carrió","Mauricio Macri","Muy en desacuerdo","Algo en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Bastante de acuerdo","Muy de acuerdo","Muy en desacuerdo","Mujer","50 a 65años","Terciario/ universitario","Es ama de casa",1,"Prepaga",0.425528873642081,"1_No interesado","2_Derecha","2_Positiva","1_Conservador","2_Nacionalista","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"122",122,"Muy interesado","Clarín",NA,"Centroizquierda","No sabe","Regular positiva","Igual que ahora","Algo progresista","Bastante nacionalista","Ns/Nc","Otros","Daniel Filmus","Muy de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Bastante de acuerdo","Algo en desacuerdo","Muy en desacuerdo","Bastante de acuerdo","Mujer","66 y más","Terciario/ universitario","Es jubilado o pensionado",1," Obra social",0.268532594116069,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"123",123,"No sabe","No lee diarios",NA,"No sabe","No sabe","Buena","Igual que ahora","No sabe","Nada nacionalista","Distinto que su padre","Cristina Kirchner","Mauricio Macri","Algo en desacuerdo","Bastante de acuerdo","Algo en desacuerdo","Bastante de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Mujer","18 a 29 años","Primario","Trabaja",1,"No tiene cobertura",2.55447238185163,"9_NS","9_NS","2_Positiva","9_NS","1_No nacionalista","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"124",124,"Bastante interesado","La Nación",NA,"Centroizquierda","Radicalismo","Mala","Peor que ahora","Algo progresista","Bastante nacionalista","Ns/Nc","Roberto Lavagna","Mauricio Macri","No sabe","Bastante de acuerdo","Muy en desacuerdo","Bastante de acuerdo","Bastante de acuerdo","Muy de acuerdo","Muy en desacuerdo","Mujer","30 a 49 años","Terciario/ universitario","Trabaja",1," Obra social",0.544356173452499,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","9_NS","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"125",125,"Poco interesado","No lee diarios","Sus amigos","Centroizquierda","No sabe","No sabe","Peor que ahora","Decididamente progresista","Bastante nacionalista","Distinto que su padre","En blanco","Daniel Filmus","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","No sabe","Algo en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Mujer","30 a 49 años","Terciario/ universitario","Trabaja",1," Obra social",0.544356173452499,"1_No interesado","1_Izquierda","9_NS","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","9_NS","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"126",126,"Poco interesado","No lee diarios",NA,"Centroizquierda","ARI","Regular positiva","Igual que ahora","Algo progresista","Bastante nacionalista","Ns/Nc","Elisa Carrió","Daniel Filmus","Bastante de acuerdo","Muy de acuerdo","Muy en desacuerdo","Bastante de acuerdo","Algo en desacuerdo","Algo en desacuerdo","Bastante de acuerdo","Hombre","30 a 49 años","Terciario/ universitario","Trabaja",1,"Prepaga",0.790864523947231,"1_No interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"127",127,"Poco interesado","Clarín","Su pareja","Derecha","PRO","Regular Negativa","Peor que ahora","No sabe","Ns/Nc","Ns/Nc","Otros","Mauricio Macri","Algo en desacuerdo","No sabe","Algo en desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Mujer","66 y más","Primario","Está desocupado",1," Obra social",1.34369084653868,"1_No interesado","2_Derecha","2_Positiva","9_NS","9_NS","1_Desacuerdo","9_NS","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo"
"128",128,"No sabe","Clarín","Otros grupos","Izquierda","No sabe","Buena","Igual que ahora","Algo conservadora","Ns/Nc","Distinto que su padre","Elisa Carrió","No sabe","Algo en desacuerdo","Algo en desacuerdo","Bastante de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Muy de acuerdo","Muy de acuerdo","Mujer","30 a 49 años","Primario","Trabaja",1,"No tiene cobertura",2.72386452725657,"9_NS","1_Izquierda","2_Positiva","2_Progresista","9_NS","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"129",129,"Nada interesado","Clarín",NA,"No sabe","No sabe","No sabe","Peor que ahora","No sabe","Nada nacionalista","Ns/Nc","Elisa Carrió","No sabe","No sabe","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Mujer","30 a 49 años","Terciario/ universitario","Trabaja",1," Obra social",0.544356173452499,"1_No interesado","9_NS","9_NS","9_NS","1_No nacionalista","9_NS","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"130",130,"Bastante interesado","Clarín","Su familia","Izquierda","Peronismo","Regular positiva","Igual que ahora","Algo progresista","Bastante nacionalista","Igual que su padre","Roberto Lavagna","Daniel Filmus","Muy de acuerdo","Muy de acuerdo","Algo en desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Hombre","66 y más","Primario","Es estudiante",1," Obra social",1.95217299537579,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"131",131,"Poco interesado","Clarín","Su pareja","No sabe","ARI","Regular Negativa","Peor que ahora","No sabe","Ns/Nc","Ns/Nc","Elisa Carrió","Mauricio Macri","Algo en desacuerdo","Muy en desacuerdo","Muy en desacuerdo","Bastante de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Mujer","50 a 65años","Primario","Es ama de casa",1," Obra social",2.1292731868655,"1_No interesado","9_NS","2_Positiva","9_NS","9_NS","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"132",132,"Bastante interesado","Clarín",NA,"No sabe","Peronismo","Buena","Mejor que ahora","No sabe","Bastante nacionalista","Ns/Nc","Cristina Kirchner","Daniel Filmus","Muy de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Bastante de acuerdo","Algo en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Hombre","18 a 29 años","Terciario/ universitario","Es estudiante",1," Obra social",0.741682107899907,"2_Interesado","9_NS","2_Positiva","9_NS","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"133",133,"Poco interesado","Página 12","Sus compañeros de trabajo","Izquierda","Otros partidos","Regular positiva","Igual que ahora","Decididamente progresista","Nada nacionalista","Ns/Nc","Otros","Daniel Filmus","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Mujer","30 a 49 años","Terciario/ universitario","Trabaja",1," Obra social",0.544356173452499,"1_No interesado","1_Izquierda","2_Positiva","1_Conservador","1_No nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"134",134,"Poco interesado","Clarín",NA,"No sabe","No sabe","Buena","Mejor que ahora","Algo progresista","Bastante nacionalista","Igual que su padre","Cristina Kirchner","No sabe","Bastante de acuerdo","Bastante de acuerdo","Algo en desacuerdo","Algo en desacuerdo","Muy de acuerdo","Muy de acuerdo","Bastante de acuerdo","Hombre","30 a 49 años","Terciario/ universitario","Trabaja",1," Obra social",0.790864523947231,"1_No interesado","9_NS","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"135",135,"Nada interesado","No lee diarios","Sus compañeros de estudio","Centroderecha","PRO","Mala","Peor que ahora","Algo conservadora","Ns/Nc","Distinto que su padre","Alberto Rodríguez Saa","Mauricio Macri","Muy en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Bastante de acuerdo","Muy de acuerdo","Muy en desacuerdo","Hombre","50 a 65años","Secundario","Trabaja",1,"Prepaga",1.80685785289091,"1_No interesado","2_Derecha","2_Positiva","2_Progresista","9_NS","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"136",136,"Bastante interesado","Clarín","Su pareja","Centroderecha","PRO","Regular Negativa","Peor que ahora","Algo conservadora","Poco nacionalista","Igual que su padre","Elisa Carrió","Mauricio Macri","Muy en desacuerdo","Muy en desacuerdo","No sabe","Muy en desacuerdo","Bastante de acuerdo","Muy de acuerdo","Muy en desacuerdo","Mujer","30 a 49 años","Terciario/ universitario","Está desocupado",1,"Prepaga",0.544356173452499,"2_Interesado","2_Derecha","2_Positiva","2_Progresista","1_No nacionalista","1_Desacuerdo","1_Desacuerdo","9_NS","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"137",137,"Poco interesado","Otros","Sus compañeros de estudio","No sabe","PRO","Regular Negativa","Peor que ahora","Algo progresista","Nada nacionalista","Distinto que su padre","No sabe","No sabe","Muy de acuerdo","Bastante de acuerdo","Muy de acuerdo","Bastante de acuerdo","Muy de acuerdo","Muy de acuerdo","Bastante de acuerdo","Mujer","50 a 65años","Terciario/ universitario","Está desocupado",1," Obra social",0.425528873642081,"1_No interesado","9_NS","2_Positiva","1_Conservador","1_No nacionalista","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"138",138,"Poco interesado","Clarín","Su familia","No sabe","No sabe","No sabe","Mejor que ahora","No sabe","Ns/Nc","Distinto que su padre","No sabe","Daniel Filmus","Bastante de acuerdo","Algo en desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Bastante de acuerdo","Algo en desacuerdo","Mujer","18 a 29 años","Secundario","Es estudiante",1," Obra social",1.49202078002418,"1_No interesado","9_NS","9_NS","9_NS","9_NS","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo"
"139",139,"Muy interesado","Clarín","Su familia","No sabe","Otros partidos","Regular positiva","Igual que ahora","No sabe","Ns/Nc","Ns/Nc","No sabe","Mauricio Macri","Bastante de acuerdo","Algo en desacuerdo","Algo en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Mujer","66 y más","Secundario","Es jubilado o pensionado",1," Obra social",0.784825343662865,"2_Interesado","9_NS","2_Positiva","9_NS","9_NS","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"140",140,"Bastante interesado","Clarín","Sus amigos","No sabe","Socialismo","Regular positiva","Igual que ahora","Algo progresista","Bastante nacionalista","Igual que su padre","Roberto Lavagna","Daniel Filmus","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Bastante de acuerdo","Algo en desacuerdo","Algo en desacuerdo","Muy de acuerdo","Hombre","18 a 29 años","Terciario/ universitario","Está desocupado",1,"Prepaga",0.741682107899907,"2_Interesado","9_NS","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"141",141,"Muy interesado","Clarín","Otros grupos","Izquierda","Socialismo","Regular Negativa","Peor que ahora","Decididamente progresista","Muy nacionalista","Distinto que su padre","Otros","En blanco","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Hombre","30 a 49 años","Terciario/ universitario","Trabaja",1," Obra social",0.790864523947231,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"142",142,"Poco interesado","Clarín",NA,"No sabe","Peronismo","No sabe","Peor que ahora","No sabe","Muy nacionalista","Distinto que su padre","Roberto Lavagna","Mauricio Macri","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Mujer","30 a 49 años","Terciario/ universitario","Trabaja",1," Obra social",0.544356173452499,"1_No interesado","9_NS","9_NS","9_NS","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo"
"143",143,"Poco interesado","Clarín","Su familia","No sabe","Socialismo","Buena","Mejor que ahora","No sabe","Ns/Nc","Igual que su padre","Cristina Kirchner","Daniel Filmus","Algo en desacuerdo","Algo en desacuerdo","No sabe","Muy de acuerdo","Algo en desacuerdo","No sabe","Muy de acuerdo","Mujer","66 y más","Primario","Es estudiante",1," Obra social",1.34369084653868,"1_No interesado","9_NS","2_Positiva","9_NS","9_NS","1_Desacuerdo","1_Desacuerdo","9_NS","2_Acuerdo","1_Desacuerdo","9_NS","2_Acuerdo"
"144",144,"Nada interesado","Clarín","Su familia","Derecha","Peronismo","Regular positiva","Peor que ahora","Algo conservadora","Muy nacionalista","Distinto que su padre","Alberto Rodríguez Saa","Mauricio Macri","Algo en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Algo en desacuerdo","Muy de acuerdo","Hombre","30 a 49 años","Secundario","Trabaja",1,"No tiene cobertura",2.31141595246858,"1_No interesado","2_Derecha","2_Positiva","2_Progresista","2_Nacionalista","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo"
"145",145,"Poco interesado","La Nación",NA,"Centroizquierda","Socialismo","Regular Negativa","No sabe","Decididamente progresista","Bastante nacionalista","Distinto que su padre","Elisa Carrió","En blanco","Algo en desacuerdo","Bastante de acuerdo","Bastante de acuerdo","Muy de acuerdo","Algo en desacuerdo","Muy en desacuerdo","Algo en desacuerdo","Hombre","50 a 65años","Terciario/ universitario","Trabaja",1," Obra social",0.618227011084154,"1_No interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo"
"146",146,"Muy interesado","Clarín",NA,"Centroizquierda","No sabe","Mala","Peor que ahora","No sabe","Ns/Nc","Distinto que su padre","Otros","En blanco","No sabe","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Hombre","30 a 49 años","Terciario/ universitario","Está desocupado",1,"Prepaga",0.790864523947231,"2_Interesado","1_Izquierda","2_Positiva","9_NS","9_NS","9_NS","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"147",147,"Bastante interesado","Clarín",NA,"Izquierda","Socialismo","Buena","Igual que ahora","Decididamente progresista","Bastante nacionalista","Distinto que su padre","Cristina Kirchner","No sabe","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Bastante de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Hombre","18 a 29 años","Secundario","Trabaja",1," Obra social",2.16767322841093,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"148",148,"Bastante interesado","Clarín","Su familia","Centroizquierda","PRO","Regular Negativa","Igual que ahora","Algo progresista","Poco nacionalista","Distinto que su padre","Alberto Rodríguez Saa","Mauricio Macri","Muy en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","No sabe","Muy de acuerdo","Muy en desacuerdo","Mujer","50 a 65años","Terciario/ universitario","Está desocupado",1," Obra social",0.425528873642081,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","1_No nacionalista","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","9_NS","2_Acuerdo","1_Desacuerdo"
"149",149,"Muy interesado","La Nación","Sus amigos","Derecha","PRO","Regular Negativa","Mejor que ahora","Algo progresista","Muy nacionalista","Ns/Nc","Ricardo López Murphy","Mauricio Macri","Muy en desacuerdo","Bastante de acuerdo","Muy de acuerdo","Muy en desacuerdo","Bastante de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Hombre","30 a 49 años","Terciario/ universitario","Trabaja",1,"Prepaga",0.790864523947231,"2_Interesado","2_Derecha","2_Positiva","1_Conservador","2_Nacionalista","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
